age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
25,4,535435,15,10,4,14,4,2,1,0,0,28,39,1
22,4,218894,9,13,4,12,3,4,0,0,0,51,39,1
51,4,168645,11,9,2,4,0,4,1,0,0,54,39,1
53,4,163610,9,13,0,4,1,4,0,10558,0,44,39,0
22,0,172018,11,9,4,0,3,4,0,0,2000,23,39,1
42,2,205721,12,14,4,10,1,4,1,0,0,40,39,1
22,4,148224,11,9,4,6,1,4,1,3630,0,51,39,1
57,5,212145,9,13,2,4,0,4,1,99999,0,61,28,0
25,4,632889,11,9,4,3,3,2,1,0,0,40,39,1
31,4,180551,11,9,2,1,5,4,0,0,0,40,39,0
41,4,43711,11,9,4,8,1,4,1,0,0,32,39,1
28,4,160935,1,7,4,1,3,4,1,0,0,29,39,1
22,2,280178,11,9,4,8,3,2,1,0,0,31,39,1
27,4,135850,9,13,4,12,1,4,1,0,0,12,15,1
48,4,447322,9,13,2,4,0,4,1,8470,0,42,39,0
53,4,167033,15,10,4,4,1,2,0,0,0,40,39,1
34,4,186857,11,9,0,4,4,4,0,0,0,48,39,1
46,4,207563,9,13,2,10,0,4,1,0,0,37,39,0
45,4,377622,15,10,2,12,0,4,1,0,0,40,39,1
42,6,431636,11,9,2,3,0,4,1,7484,0,69,39,0
29,4,203490,11,9,4,14,1,4,1,0,0,46,39,1
55,4,110869,11,9,2,3,0,4,1,0,0,42,28,0
21,4,324469,15,10,4,7,1,4,0,0,0,40,39,1
45,4,405289,11,9,2,4,0,4,1,0,0,40,37,1
21,0,159762,0,6,4,0,3,2,1,0,0,15,17,1
43,4,251482,11,9,0,13,1,4,0,0,0,37,39,1
21,4,41987,11,9,4,14,3,4,1,2258,0,43,39,1
26,4,202014,12,14,4,4,1,4,1,0,0,43,39,1
59,4,159698,15,10,2,3,0,4,1,0,0,28,39,1
47,4,182180,11,9,2,3,0,4,1,0,2000,56,39,0
31,7,238617,15,10,5,14,1,2,1,0,0,37,39,1
33,4,287645,11,9,4,3,3,4,1,0,0,40,16,1
36,4,341237,9,13,2,4,0,4,1,0,0,47,39,0
37,4,186809,11,9,4,12,4,4,1,0,0,40,39,1
36,7,111345,11,9,2,14,0,4,1,0,0,55,39,1
50,4,98411,1,7,2,7,0,4,1,0,0,45,39,1
51,4,178092,9,13,2,1,0,4,1,7460,0,44,39,0
28,4,309463,6,5,4,6,1,4,1,0,0,19,39,1
45,4,178362,11,9,2,12,0,4,1,0,0,52,38,1
63,4,149831,11,9,0,1,4,4,0,0,2000,64,19,1
51,4,177476,11,9,0,12,4,4,0,0,0,27,39,1
39,2,201424,9,13,2,4,0,4,1,0,0,41,39,0
28,4,337664,11,9,4,7,3,4,1,0,0,40,39,1
23,4,314854,15,10,4,1,3,4,1,0,0,33,39,1
37,4,177958,12,14,0,10,1,4,0,0,0,40,39,1
36,4,447349,11,9,2,12,0,4,1,0,0,50,39,0
52,4,373324,3,2,2,5,0,4,1,0,0,40,39,1
53,0,268984,15,10,2,0,0,4,1,0,0,23,27,0
25,4,213698,11,9,4,12,3,2,0,0,0,24,39,1
38,4,152867,11,9,4,4,3,3,0,0,0,40,32,1
35,4,443777,11,9,4,8,2,4,1,0,0,44,39,1
53,2,67996,12,14,2,10,0,4,1,0,0,45,39,0
33,4,143520,11,9,4,7,1,4,1,0,0,40,39,1
39,2,186065,15,10,2,13,0,4,1,0,0,44,39,0
30,7,221961,9,13,4,10,1,4,1,0,0,43,39,1
35,4,95612,11,9,5,6,4,0,1,0,0,43,39,1
64,4,218815,9,13,0,4,1,4,1,27681,0,56,39,0
48,4,232396,11,9,3,14,1,3,1,0,0,35,10,1
40,4,52592,15,10,0,12,4,4,0,0,0,40,39,1
46,6,229328,2,8,6,12,4,1,0,0,0,40,35,1
35,4,455463,9,13,2,3,0,2,1,0,0,41,39,0
27,0,197290,1,7,4,0,4,2,0,0,0,38,39,1
23,4,314487,9,13,4,10,1,4,1,0,0,40,39,1
24,4,42779,15,10,4,8,1,4,1,0,0,29,39,1
23,4,235722,15,10,4,8,1,4,1,0,0,25,39,1
41,4,128715,15,10,0,1,4,4,0,0,0,38,39,1
34,4,300664,15,10,2,10,0,2,1,0,0,40,24,0
36,4,220610,7,12,2,4,0,4,1,0,0,57,39,0
52,4,119333,11,9,2,10,3,4,0,0,0,40,39,1
28,4,288519,9,13,4,8,1,4,1,0,0,40,39,1
52,1,272321,11,9,6,1,4,4,0,0,0,40,39,1
24,4,194864,11,9,4,5,3,4,1,0,0,45,39,1
33,6,229945,11,9,2,10,0,4,1,0,0,40,7,1
48,2,121641,12,14,4,10,4,4,0,0,1000,40,39,1
63,0,174913,11,9,5,0,1,4,0,0,0,39,39,1
25,4,208816,9,13,4,8,1,4,0,0,0,40,39,1
34,4,196037,3,2,4,9,1,4,0,0,0,36,23,1
45,2,232054,15,10,0,1,4,4,0,0,0,42,39,1
33,4,177056,11,9,4,7,1,4,1,0,0,40,39,1
34,4,94397,15,10,2,14,0,4,1,7298,0,53,38,0
26,4,149638,11,9,4,1,3,4,0,0,0,40,39,1
45,2,265056,14,15,2,10,0,4,1,0,0,56,39,0
35,4,247041,11,9,4,12,3,4,1,0,0,40,39,1
20,4,42722,15,10,4,5,1,4,1,0,0,53,39,1
32,2,106172,12,14,0,10,1,4,0,0,0,50,39,1
28,4,361246,9,13,4,10,1,1,1,0,0,42,39,1
36,2,347148,15,10,0,1,1,4,0,0,0,42,39,1
35,4,183473,8,11,2,3,0,0,1,0,0,41,39,1
59,6,198145,14,15,2,10,0,4,1,0,0,35,39,0
54,5,206861,11,9,2,4,0,4,1,0,0,36,39,0
42,7,255946,11,9,2,13,0,4,1,0,0,40,39,1
27,4,117125,15,10,4,8,1,4,0,0,0,49,39,1
34,2,200880,12,14,2,10,0,4,1,0,0,46,39,1
39,4,180653,11,9,2,3,0,4,1,0,0,43,39,0
29,7,214293,12,14,4,10,4,1,0,0,0,21,36,1
36,0,368676,15,10,2,0,5,4,0,5018,0,40,39,0
34,4,261836,12,14,2,12,0,4,1,14874,0,44,39,0
44,4,215274,12,14,2,10,0,4,1,5005,0,49,39,0
24,4,211587,11,9,2,14,3,4,0,0,0,40,39,1
48,2,93558,12,14,0,10,4,4,0,0,0,40,39,1
48,4,253771,15,10,2,10,0,4,1,0,0,47,39,0
51,4,136985,9,13,2,1,0,1,1,0,0,40,32,1
31,4,155485,15,10,4,3,1,4,1,0,0,49,36,1
35,4,207960,9,13,4,8,1,4,0,0,0,50,23,1
44,4,101509,12,14,0,4,4,4,1,7455,0,45,39,0
47,6,94924,11,9,2,3,0,4,1,0,0,37,17,1
39,4,148855,11,9,2,8,5,4,0,0,0,24,39,0
42,2,135372,9,13,6,10,1,4,0,0,0,43,39,1
44,4,204228,8,11,2,3,0,4,1,0,0,43,39,0
34,4,56457,15,10,4,4,1,2,1,0,0,31,39,1
31,5,83243,11,9,4,3,3,4,1,0,0,50,39,1
41,4,105936,11,9,3,1,3,4,0,0,0,37,39,1
37,1,125930,9,13,4,10,3,4,1,0,2000,41,39,1
53,4,96718,11,9,2,9,2,2,0,0,0,22,39,1
41,4,119981,11,9,0,7,1,4,0,0,0,53,39,1
57,0,118024,11,9,2,0,0,4,1,0,0,42,39,0
53,4,182121,8,11,2,11,0,2,1,15024,0,38,24,0
21,4,243313,13,1,4,5,1,4,1,0,0,36,32,1
31,4,102877,15,10,0,7,4,4,0,0,0,40,39,1
44,4,288553,11,9,2,3,0,2,1,0,0,42,39,1
30,4,253265,15,10,4,3,1,4,0,0,0,40,39,1
28,4,103637,11,9,0,1,1,4,1,0,0,42,39,1
22,4,137507,11,9,2,3,0,4,1,0,0,21,12,1
22,4,395076,1,7,4,8,3,4,1,0,0,16,35,1
24,4,306642,6,5,2,7,0,4,1,0,0,41,39,1
61,2,233685,7,12,2,4,0,4,1,0,0,37,39,1
50,4,134991,15,10,0,10,1,4,0,4364,0,37,39,1
33,4,297120,11,9,2,6,0,2,1,0,0,40,39,1
44,4,180283,15,10,2,6,0,4,1,0,0,47,39,1
20,4,189505,15,10,4,12,3,4,0,0,0,36,39,1
39,4,246911,15,10,6,12,4,4,1,0,0,45,39,0
43,2,280424,15,10,2,14,0,4,1,0,0,40,39,1
46,0,167938,11,9,4,0,1,4,0,0,0,36,39,1
36,4,196677,11,9,4,7,1,4,0,0,0,33,39,1
43,2,67243,9,13,2,11,0,4,1,0,0,45,39,0
23,4,100582,15,10,4,8,3,2,0,0,0,16,39,1
43,4,133968,9,13,0,12,1,4,0,0,0,45,39,1
34,4,204990,11,9,2,3,0,4,1,0,0,35,39,0
29,4,136077,11,9,2,12,0,4,1,0,0,58,38,0
48,0,227190,7,12,3,0,1,4,0,0,0,15,39,1
26,4,606421,10,16,4,10,1,4,0,0,0,53,20,0
40,4,103275,9,13,2,3,5,4,0,0,0,31,39,0
39,4,222441,9,13,2,7,0,4,1,0,0,43,13,0
28,4,250618,11,9,4,3,1,4,1,0,0,40,39,1
65,4,145646,15,10,0,12,1,4,0,0,0,43,39,1
35,4,285095,12,14,4,10,1,1,0,0,0,40,36,0
32,4,196345,10,16,4,10,1,4,1,0,0,40,39,0
21,4,334124,11,9,4,7,3,4,1,0,0,40,39,1
21,4,38238,1,7,4,8,3,4,1,0,0,29,39,1
49,1,94816,12,14,2,1,0,4,1,0,0,42,39,0
20,4,110137,11,9,4,12,3,4,0,0,0,40,39,1
30,4,99489,11,9,2,1,0,2,1,0,0,40,39,1
42,1,26186,7,12,2,4,0,4,1,0,0,40,39,1
28,0,28342,1,7,4,0,3,4,0,0,0,33,39,1
21,4,346375,15,10,4,10,1,4,0,0,0,42,39,1
26,1,242127,11,9,0,1,1,3,1,0,0,44,39,1
43,5,187718,15,10,2,12,0,4,1,0,0,49,39,0
36,4,98914,15,10,0,1,4,4,0,0,0,39,39,1
46,6,94943,11,9,2,3,0,4,1,0,0,36,15,1
42,4,289643,9,13,0,12,4,4,1,0,0,45,27,0
37,5,196552,11,9,2,3,0,4,1,1312,0,45,39,0
52,4,140902,9,13,2,10,5,4,0,0,2000,9,38,0
31,4,487378,11,9,4,14,1,4,1,0,0,45,39,1
65,6,34748,5,4,2,5,0,4,1,0,0,47,39,1
26,4,165673,11,9,2,12,0,4,1,0,0,40,39,1
46,4,145591,11,9,2,4,0,4,1,3117,0,49,39,0
65,6,167018,9,13,6,12,1,4,1,0,0,33,39,1
22,4,32950,15,10,4,6,3,4,1,0,0,40,39,1
37,6,119960,11,9,2,3,0,4,1,0,0,69,39,1
48,6,64019,14,15,2,10,0,4,1,78758,0,44,36,0
36,4,169107,12,14,2,4,0,4,1,0,0,58,39,0
35,4,195488,11,9,2,3,0,4,1,0,0,42,39,1
35,4,55696,11,9,2,3,0,4,1,0,2000,49,39,0
38,4,155121,15,10,4,7,1,4,1,0,0,44,39,1
39,4,32454,15,10,2,4,5,4,0,0,0,40,39,1
50,4,73493,15,10,0,8,1,4,0,0,0,48,39,1
49,2,259657,12,14,0,4,4,4,0,0,0,40,37,1
33,4,378041,12,14,2,4,0,4,1,0,0,52,37,0
37,4,226448,11,9,2,12,0,4,1,0,0,46,39,1
29,4,199411,8,11,2,10,0,4,1,0,0,40,39,0
61,1,95596,7,12,2,4,0,1,1,3138,0,40,39,0
35,4,353587,11,9,2,7,0,4,1,0,0,36,30,1
39,4,403756,8,11,0,12,1,4,1,0,0,48,39,1
23,4,472600,15,10,2,12,0,4,1,0,0,46,33,1
45,4,166388,11,9,2,7,0,4,1,0,0,40,39,1
32,6,182959,9,13,4,14,1,4,1,0,0,47,18,1
28,4,315287,11,9,4,1,2,2,1,0,0,40,1,1
24,4,199915,9,13,4,12,3,4,0,0,0,36,39,1
42,4,331648,15,10,5,8,1,4,0,0,0,40,39,1
27,4,521813,4,3,4,7,2,4,1,0,0,40,32,1
27,4,292121,15,10,4,1,3,4,0,0,0,41,39,1
59,4,276217,15,10,0,4,1,4,0,0,0,40,39,1
20,4,266519,15,10,4,10,2,2,0,495,0,25,39,1
28,4,266913,15,10,2,6,0,4,1,0,0,42,39,1
43,4,141051,11,9,0,1,2,4,0,0,0,40,39,1
35,6,107427,6,5,2,14,0,4,1,0,0,43,39,0
26,4,373574,11,9,4,6,1,4,1,0,0,33,39,1
34,4,213306,11,9,5,11,1,2,1,0,0,40,39,1
50,4,279472,12,14,2,4,5,4,0,15024,0,62,39,0
34,4,154133,12,14,2,4,0,4,1,15024,0,60,39,0
35,2,100147,11,9,0,1,4,4,0,0,0,40,39,1
19,4,137579,15,10,4,1,3,4,1,0,0,13,39,1
54,2,44208,11,9,6,14,1,4,0,0,0,40,39,1
33,4,227905,15,10,4,11,3,4,1,0,0,40,39,1
44,5,152859,15,10,2,7,0,4,1,0,0,65,25,1
40,1,294368,12,14,2,10,0,4,1,0,0,40,39,1
21,0,163665,15,10,4,0,3,4,0,0,0,30,39,1
29,2,194885,9,13,2,10,0,4,1,0,0,52,39,0
52,4,51251,5,4,0,8,1,4,0,0,0,40,39,1
47,1,314855,15,10,5,1,1,2,0,0,0,44,39,1
44,0,230007,4,3,2,0,0,3,1,0,0,40,39,1
53,4,131662,15,10,0,1,1,4,0,0,0,41,19,1
21,4,211696,2,8,4,6,3,4,1,0,0,26,39,1
38,4,304155,7,12,4,10,1,4,1,0,0,40,33,1
49,4,99616,12,14,0,10,4,4,1,15021,0,56,39,0
51,0,134446,15,10,2,0,0,4,1,0,0,58,39,1
35,4,379959,11,9,0,8,1,4,0,0,0,40,39,1
41,2,243601,9,13,2,10,0,4,1,0,0,47,39,1
57,4,197885,0,6,6,8,4,4,0,0,0,40,39,1
44,4,197516,15,10,5,7,4,2,0,0,0,40,39,1
24,4,118020,11,9,4,5,3,4,1,0,0,26,39,1
22,4,230226,15,10,4,8,3,4,1,0,0,32,39,1
30,2,446432,10,16,4,10,1,4,1,0,0,50,31,0
21,4,286170,11,9,4,12,1,4,1,0,0,48,39,1
60,4,254577,9,13,2,12,0,4,1,0,0,51,39,0
24,4,155333,9,13,4,4,3,4,1,0,0,42,39,1
32,4,136724,11,9,0,7,1,4,0,0,0,39,39,1
34,4,159407,11,9,0,12,4,4,0,0,0,40,39,1
25,4,49670,15,10,4,6,3,4,1,0,0,29,39,1
51,6,43860,14,15,2,4,0,4,1,16099,0,50,39,0
52,5,223754,9,13,2,4,0,4,1,6456,0,40,6,0
50,4,185201,11,9,2,3,0,4,1,7547,0,40,39,0
27,4,131897,11,9,0,4,1,4,0,0,0,43,39,1
47,4,199058,9,13,2,10,0,4,1,0,0,50,39,0
32,4,119422,11,9,2,12,0,4,1,0,0,40,39,1
28,4,135295,9,13,2,4,5,4,0,0,0,41,39,0
25,4,155314,9,13,4,4,3,4,1,0,0,46,39,1
31,4,197686,11,9,4,8,1,2,0,0,0,38,39,1
46,7,29014,10,16,2,10,0,1,1,0,0,40,20,0
27,6,162694,11,9,2,3,0,4,1,0,0,42,39,1
26,4,223746,15,10,4,3,1,4,1,0,0,44,39,1
70,2,114553,4,3,6,8,2,1,0,0,0,27,31,1
19,4,266133,0,6,4,8,3,4,1,0,0,15,39,1
40,0,338267,8,11,2,0,5,4,0,0,0,22,22,1
38,4,560572,12,14,2,10,0,2,1,0,0,46,39,0
31,4,201145,15,10,0,7,4,4,0,0,0,50,39,0
43,7,72893,8,11,2,10,0,4,1,0,0,40,39,0
33,8,301629,11,9,4,6,3,4,1,4190,0,40,39,1
31,4,154819,11,9,5,1,3,1,0,0,0,40,33,1
28,4,356093,15,10,4,10,2,4,0,0,0,61,39,1
45,4,72761,11,9,3,1,1,4,0,0,0,37,39,1
65,6,198549,15,10,0,14,1,4,0,0,0,29,39,1
46,4,152809,0,6,2,3,0,4,1,0,0,43,39,1
44,4,107219,9,13,2,4,0,1,1,0,0,40,39,1
33,4,178604,11,9,2,7,0,4,1,0,0,40,39,1
42,4,120137,11,9,2,4,0,4,1,0,0,40,39,1
68,4,117479,11,9,2,8,0,4,1,0,0,17,39,1
20,4,175422,11,9,4,8,3,4,0,0,0,20,39,1
43,0,189756,15,10,2,0,5,4,0,0,0,22,39,1
50,4,345821,9,13,2,10,0,4,1,0,0,43,39,0
22,4,186654,0,6,5,7,3,4,1,0,0,40,39,1
44,1,210475,15,10,0,1,4,2,1,0,0,40,39,1
39,4,201406,11,9,2,6,0,4,1,0,0,40,39,1
43,4,198270,11,9,2,3,0,4,1,0,0,46,39,0
32,4,79586,9,13,2,10,0,1,1,0,0,40,20,1
34,4,52562,11,9,2,14,0,4,1,0,0,40,39,1
40,4,138185,9,13,2,3,0,4,1,0,0,41,39,0
51,4,230944,15,10,3,1,1,4,0,0,0,40,33,1
38,4,220663,12,14,2,4,0,4,1,0,0,51,39,0
41,4,85672,5,4,2,3,0,4,1,0,0,59,39,1
37,4,126164,11,9,5,7,4,2,0,0,0,40,39,1
30,4,121311,15,10,0,12,3,4,1,0,0,43,39,1
39,4,356927,15,10,2,13,0,4,1,0,0,45,39,0
22,0,234108,9,13,4,0,1,4,1,0,0,37,39,1
46,4,238584,14,15,2,10,0,4,1,0,0,48,39,0
24,0,113688,9,13,4,0,3,4,1,0,0,46,39,1
59,6,236475,5,4,2,5,0,4,1,0,0,40,39,1
48,4,131996,9,13,2,12,0,2,1,5640,0,44,39,0
57,4,77444,1,7,2,5,0,4,1,0,0,53,39,1
51,7,349793,9,13,2,11,0,4,1,82,0,40,39,1
56,0,168339,11,9,2,0,0,4,1,0,0,44,19,0
18,0,67846,0,6,4,0,3,4,1,0,0,43,39,1
37,4,169672,11,9,2,4,0,4,1,0,0,48,39,1
22,4,248762,15,10,4,12,3,4,1,0,0,29,39,1
44,4,175932,11,9,2,7,0,4,1,0,0,42,39,1
39,4,358770,8,11,2,3,0,4,1,7685,0,40,39,0
37,4,311519,9,13,4,4,1,4,0,0,0,48,39,1
33,4,298929,12,14,2,10,0,1,1,0,2000,43,22,0
30,4,38225,9,13,4,12,3,4,1,0,0,46,39,1
37,4,326886,8,11,2,4,0,4,1,0,0,43,39,0
46,4,49967,6,5,0,3,4,4,1,5374,0,40,39,1
52,4,272223,11,9,0,9,4,2,0,0,0,72,39,1
20,4,230122,15,10,4,8,3,4,1,0,0,50,37,1
25,4,196318,11,9,4,8,3,2,0,0,0,40,39,1
37,4,125871,7,12,2,4,0,4,1,7688,0,48,39,0
40,4,341603,11,9,0,3,1,4,0,14584,0,44,39,0
43,4,106900,15,10,2,10,0,4,1,0,0,40,39,1
64,7,420554,12,14,6,10,1,4,0,0,0,8,35,1
39,2,34741,15,10,2,4,5,4,0,0,0,37,39,1
31,4,158803,9,13,2,4,0,4,1,0,0,57,39,0
52,1,418679,12,14,2,10,0,4,1,12755,0,40,16,0
42,4,67820,11,9,0,14,1,4,1,0,0,37,39,1
53,6,73940,5,4,2,3,0,4,1,0,0,29,39,1
36,6,135024,15,10,4,3,3,4,1,0,0,56,39,1
25,4,221141,6,5,2,8,0,4,1,0,1000,40,39,1
22,4,211383,15,10,4,1,1,4,0,0,0,29,37,1
35,7,70540,12,14,2,10,0,1,1,0,0,33,19,1
38,4,145458,1,7,2,8,0,4,1,0,0,43,39,1
54,6,71092,9,13,2,5,0,4,1,0,0,56,39,0
41,7,174297,12,14,2,10,0,2,1,7688,0,39,39,0
33,4,164309,1,7,5,4,4,4,0,0,0,29,39,1
25,4,122056,15,10,4,1,3,4,0,0,0,30,39,1
24,4,234663,11,9,4,6,3,4,1,0,0,53,39,1
48,4,225604,11,9,2,5,0,4,1,0,0,31,39,1
18,0,274764,11,9,4,0,4,4,0,0,0,19,39,1
41,4,195897,15,10,2,12,0,4,1,0,0,50,39,1
28,2,214874,11,9,2,3,0,4,1,0,0,40,39,1
28,4,215897,0,6,4,7,3,2,1,0,0,44,39,1
50,2,108439,11,9,2,3,0,4,1,106,0,40,39,1
41,6,68899,11,9,2,14,0,4,1,0,0,54,39,0
30,4,201958,11,9,4,6,3,4,0,0,2000,22,39,1
28,4,108010,11,9,0,7,3,4,0,0,0,40,39,1
23,4,214642,11,9,4,3,1,4,1,0,0,41,39,1
23,4,227594,11,9,4,1,1,4,0,0,0,32,39,1
27,0,168483,8,11,2,0,3,4,0,0,0,40,39,1
38,5,99153,9,13,2,4,0,4,1,15024,0,80,39,0
48,4,107682,11,9,6,7,1,4,0,0,0,21,39,1
37,4,75023,11,9,0,12,4,4,0,0,0,25,3,1
44,4,298151,11,9,2,7,5,4,0,0,0,40,31,1
63,0,146201,9,13,2,0,0,4,1,219,0,38,39,1
28,4,360531,11,9,2,4,0,4,1,252,0,40,39,1
38,2,125516,9,13,2,10,5,4,0,7664,0,40,39,0
20,4,63184,11,9,4,6,3,4,1,0,0,21,39,1
37,2,131234,12,14,2,10,0,4,1,0,0,40,39,1
31,4,160526,11,9,2,3,0,4,1,0,0,45,39,1
26,4,69737,0,6,4,7,3,4,1,0,0,40,37,1
40,4,167892,2,8,4,8,4,2,0,0,0,47,17,1
33,4,295655,11,9,5,8,4,4,0,0,0,40,19,1
51,4,76970,11,9,6,4,1,4,0,0,1000,41,39,1
60,0,244806,9,13,2,0,0,4,1,4292,0,40,39,0
24,4,325684,11,9,4,3,1,4,1,0,0,38,39,1
41,6,95282,14,15,2,10,5,4,0,0,0,23,39,0
30,4,209908,9,13,2,3,0,4,1,0,0,40,36,1
57,4,170377,9,13,2,11,0,4,1,0,0,40,39,0
33,4,179434,4,3,2,8,0,4,1,0,0,40,27,1
46,6,219778,9,13,2,12,0,4,1,14907,0,42,39,0
33,0,282632,11,9,0,0,4,4,0,0,0,27,39,1
43,6,138971,11,9,2,3,0,4,1,0,0,57,39,1
39,4,152786,11,9,2,14,0,4,1,3697,0,37,39,1
41,4,217051,11,9,4,1,1,4,1,0,0,40,39,1
38,2,290814,7,12,0,4,1,4,1,8313,0,49,39,0
23,0,303716,15,10,4,0,3,4,1,0,2000,10,34,1
36,4,179468,11,9,0,3,1,4,1,0,0,40,39,1
49,4,86105,11,9,2,4,0,4,1,99999,0,40,27,0
39,4,289071,15,10,2,1,5,4,0,0,2000,41,39,0
43,4,278573,11,9,0,3,4,4,1,0,0,40,39,1
29,6,108426,11,9,2,3,0,4,1,0,0,40,39,0
42,7,23107,11,9,4,14,1,4,1,0,0,70,39,1
39,2,137127,15,10,2,12,0,4,1,0,0,40,39,1
56,6,26715,9,13,2,4,0,4,1,0,0,21,39,0
39,6,111714,7,12,2,3,0,4,1,0,2000,41,31,0
44,4,268602,11,9,2,3,0,2,1,0,0,45,31,1
32,4,209419,11,9,2,1,5,4,0,0,0,40,34,1
40,4,235844,15,10,0,4,1,4,0,0,0,44,39,1
20,4,256484,15,10,4,12,3,4,0,0,0,11,39,1
38,4,115053,15,10,2,13,0,4,1,0,0,40,39,1
21,4,200967,11,9,4,8,3,4,0,0,0,27,39,1
34,4,168002,11,9,0,7,4,4,0,0,0,40,39,1
31,4,171851,12,14,4,10,1,4,0,0,0,44,39,1
45,4,180603,11,9,2,3,0,4,1,0,0,53,39,1
45,4,108693,15,10,0,12,1,4,0,0,0,40,39,1
28,4,267922,11,9,4,3,4,4,1,0,0,41,28,1
30,4,180961,11,9,4,8,4,4,0,0,0,44,39,1
38,4,193868,11,9,0,3,1,4,1,0,0,46,39,1
41,4,198270,9,13,4,4,1,4,1,0,0,45,20,1
37,4,228420,9,13,0,12,4,4,1,0,0,45,39,0
56,4,211675,0,6,0,1,1,4,1,0,0,61,39,1
34,6,108438,11,9,2,3,0,4,1,0,0,40,39,0
47,5,197046,9,13,2,4,0,4,1,0,0,47,37,0
36,4,179496,11,9,0,3,1,4,1,0,0,40,39,1
51,6,165920,8,11,6,4,1,4,0,0,0,25,39,1
46,4,40008,11,9,2,3,0,4,1,0,0,40,39,1
38,4,112788,9,13,2,4,0,4,1,0,1000,58,39,0
40,4,445293,9,13,4,1,1,4,1,0,0,46,39,1
61,4,115022,15,10,2,10,0,4,1,0,0,50,39,0
35,4,175443,11,9,2,8,0,4,1,0,0,34,39,1
66,0,191089,11,9,2,0,0,4,1,0,0,37,39,1
52,4,138146,11,9,2,7,0,4,1,0,0,41,39,1
25,4,362631,7,12,4,12,1,4,0,0,0,20,39,1
33,4,233120,6,5,2,3,0,4,1,0,0,35,30,1
19,4,163007,15,10,4,7,3,4,0,0,0,22,39,1
44,4,178011,15,10,2,7,0,4,1,0,0,56,21,1
28,4,133895,15,10,4,4,1,4,1,0,0,43,39,1
44,4,305260,9,13,4,10,1,4,1,0,0,45,39,1
43,4,54924,11,9,2,3,0,4,1,0,0,40,39,1
31,1,391141,11,9,4,1,3,4,0,0,0,33,39,1
49,0,102087,3,2,2,0,0,4,1,0,0,43,35,1
23,4,163665,9,13,4,8,3,4,0,0,0,31,39,1
20,4,414784,5,4,4,3,3,4,1,0,0,35,39,1
49,4,108737,1,7,2,7,0,2,1,5058,0,49,39,1
37,4,116209,6,5,2,3,0,4,1,0,0,35,39,1
25,0,316297,15,10,4,0,3,4,1,0,0,43,39,1
49,4,95498,11,9,2,10,0,4,1,0,0,42,39,0
42,4,340865,11,9,4,3,1,4,1,0,0,48,39,1
48,4,107375,0,6,2,14,0,4,1,0,0,96,39,0
20,4,57935,11,9,4,12,3,4,0,0,0,19,39,1
30,4,131211,11,9,4,1,1,4,1,0,0,40,38,1
26,4,72887,1,7,2,3,0,1,1,0,0,41,32,0
50,4,83524,11,9,4,8,1,4,1,0,0,38,39,1
23,7,283501,11,9,4,11,3,4,1,0,0,41,39,1
29,4,96129,11,9,4,3,2,4,1,0,0,40,39,1
27,4,212578,15,10,4,8,3,4,1,0,2000,23,39,1
41,4,271711,9,13,2,5,0,4,1,0,0,45,39,1
46,4,154361,9,13,2,14,0,4,1,0,0,51,39,1
22,1,100332,11,9,4,6,3,4,1,0,0,43,39,1
42,6,177937,12,14,4,10,1,4,1,0,0,45,39,1
33,4,107818,11,9,2,7,0,4,1,5178,0,50,39,0
24,4,218215,8,11,4,1,3,4,0,0,0,24,39,1
43,6,48087,11,9,4,5,1,4,1,0,0,55,39,1
67,6,152112,11,9,6,5,1,4,1,0,0,57,39,1
40,4,66397,11,9,2,12,0,4,1,2958,0,40,39,1
35,4,272978,11,9,2,4,0,4,1,0,0,43,40,1
20,0,41171,15,10,4,0,3,4,0,0,0,29,39,1
31,4,259842,9,13,2,12,0,4,1,0,0,60,39,0
48,6,170202,9,13,4,12,1,4,0,0,0,45,39,1
29,4,149203,9,13,2,13,0,4,1,0,0,42,39,1
57,2,192127,11,9,2,14,0,4,1,0,0,24,39,1
55,4,22165,15,10,2,3,0,4,1,0,0,36,39,1
41,4,243781,11,9,2,8,5,4,0,0,0,29,39,1
34,4,198183,9,13,4,12,1,4,0,0,0,50,39,1
24,6,32951,11,9,4,12,1,4,1,0,0,40,39,1
42,4,182622,8,11,2,13,0,4,1,0,0,48,39,0
45,4,222556,9,13,2,5,0,4,1,0,0,59,39,1
47,5,311820,14,15,2,10,0,4,1,0,2000,45,39,0
52,4,145294,9,13,2,3,0,1,1,0,0,47,39,1
35,4,65029,15,10,2,14,0,4,1,0,0,42,39,1
30,7,190375,15,10,4,1,1,4,0,0,0,32,39,1
30,0,143958,11,9,5,0,4,2,0,0,0,39,39,1
19,4,178140,11,9,4,3,3,4,1,0,0,39,39,1
26,4,190967,11,9,2,8,0,4,1,0,0,40,39,1
41,4,143290,11,9,4,7,1,2,1,0,0,42,39,1
22,4,437995,15,10,4,8,2,2,1,0,0,20,39,1
22,4,653574,15,10,4,8,3,4,1,0,0,36,8,1
43,4,194636,9,13,2,3,0,4,1,0,0,47,39,0
36,4,166370,15,10,4,13,3,4,1,0,0,51,39,1
24,0,35633,15,10,4,0,1,4,1,0,0,40,5,1
51,7,303461,15,10,5,11,4,4,1,0,0,39,38,1
